id,sensor_id,timestamp,value,quality,flag
2373,30,2025-07-12 04:57:27,66.07,17,0
2374,39,2025-09-19 13:39:39,79.596,20,0
2375,38,2025-08-02 11:06:31,60.534,55,0
2376,35,2025-08-02 01:07:37,144.803,5,0
2377,33,2025-12-02 18:24:19,210.384,46,0
2378,77,2025-07-11 15:02:30,462.916,62,0
2379,54,2025-09-04 10:15:16,-69.173,51,0
2380,22,2025-06-18 15:10:01,742.595,58,0
2381,42,2025-07-27 08:35:51,536.424,97,0
2382,37,2025-06-12 17:59:55,697.999,52,0
2383,6,2025-11-07 05:26:22,-15.497,41,0
2384,49,2025-01-23 17:30:33,469.529,8,0
2385,78,2025-06-13 22:10:49,-160.613,82,0
2386,74,2025-03-17 20:20:25,343.807,28,0
2387,25,2025-08-20 19:16:01,676.369,4,0
2388,59,2025-10-19 21:51:38,393.902,59,0
2389,26,2025-05-27 19:35:24,529.11,16,0
2390,91,2025-12-08 14:57:45,159.825,66,0
2391,66,2025-03-12 04:54:11,686.809,53,0
2392,32,2025-12-20 07:10:43,184.153,15,1
2393,76,2025-01-17 11:58:00,53.404,94,0
2394,80,2025-03-04 02:41:08,367.14,83,0
2395,100,2025-03-25 21:43:06,320.066,8,0
2396,87,2025-03-02 17:15:41,180.336,32,0
2397,86,2025-08-18 00:11:38,-17.205,36,1
2398,47,2025-06-15 14:27:26,784.205,4,0
2399,61,2025-01-15 12:38:25,-45.955,1,0
2400,79,2025-02-02 17:44:19,-73.475,77,1
2401,29,2025-02-19 09:25:19,380.012,28,0
2402,19,2025-08-11 22:19:57,733.645,14,0
2403,54,2025-10-19 17:18:14,702.877,32,0
2404,45,2025-10-25 01:19:20,449.536,38,0
2405,73,2025-05-17 18:52:23,560.249,9,0
2406,6,2025-02-13 11:59:48,474.237,54,0
2407,64,2025-08-12 15:39:42,-2.094,98,0
2408,13,2025-11-20 21:04:29,345.67,15,0
2409,90,2025-04-07 19:55:26,-128.718,97,0
2410,69,2025-06-07 14:24:26,616.418,46,0
2411,33,2025-06-28 13:38:46,-20.248,19,0
2412,53,2025-05-22 02:54:14,21.365,58,0
2413,44,2025-05-08 09:20:09,-141.415,17,1
2414,69,2025-03-26 08:16:42,643.087,94,0
2415,39,2025-07-06 21:02:17,-15.112,6,0
2416,79,2025-05-27 08:25:04,516.639,79,0
2417,42,2025-08-18 06:59:20,479.912,0,0
2418,80,2025-06-23 13:36:55,442.833,57,0
2419,79,2025-08-03 05:59:49,-194.31,68,0
2420,22,2025-01-07 14:46:54,358.349,4,0
2421,70,2025-01-03 01:50:37,-151.658,21,0
2422,55,2025-12-12 11:00:41,-185.013,82,0
2423,57,2025-12-15 18:09:43,173.904,45,0
2424,74,2025-04-14 15:08:31,498.5,32,0
2425,44,2025-07-21 03:07:41,32.449,57,0
2426,81,2025-06-05 01:41:17,93.209,6,0
2427,69,2025-10-09 18:00:01,397.927,40,0
2428,37,2025-01-11 21:12:20,-51.302,33,0
2429,2,2025-11-19 05:11:12,553.343,45,0
2430,42,2025-09-08 12:18:40,143.039,28,1
2431,95,2025-05-06 12:21:26,-161.135,12,0
2432,91,2025-08-27 21:11:38,250.182,60,0
2433,79,2025-02-27 23:59:31,-55.744,4,0
2434,51,2025-02-15 12:27:16,208.404,21,0
2435,26,2025-02-26 17:26:42,-111.78,40,0
2436,77,2025-11-15 19:48:20,576.344,37,0
2437,37,2025-11-23 03:41:35,0.123,92,0
2438,74,2025-10-03 21:55:20,-179.173,22,0
2439,40,2025-05-22 11:33:44,473.463,13,0
2440,31,2025-07-02 03:23:14,611.914,37,0
2441,42,2025-12-26 14:36:47,-183.43,76,0
2442,74,2025-02-10 11:13:01,401.447,90,0
2443,36,2025-05-24 01:04:14,250.215,62,0
2444,58,2025-09-18 05:22:32,155.596,26,0
2445,84,2025-08-23 23:54:32,178.748,98,0
2446,37,2025-08-08 03:31:58,-59.975,41,0
2447,19,2025-06-22 09:28:47,560.146,17,0
2448,29,2025-06-20 02:44:59,266.084,25,0
2449,55,2025-06-15 23:37:22,170.942,58,0
2450,7,2025-01-19 11:39:23,406.264,82,0
2451,95,2025-05-19 22:11:20,132.249,25,0
2452,13,2025-11-11 07:09:21,194.941,19,0
2453,94,2025-09-07 22:48:39,-133.273,32,0
2454,22,2025-02-10 07:06:39,39.648,53,0
2455,15,2025-07-08 02:12:16,129.334,32,0
2456,90,2025-02-16 14:14:21,232.176,36,0
2457,6,2025-03-13 12:30:28,652.472,9,0
2458,53,2025-06-27 14:28:40,768.437,41,0
2459,4,2025-11-05 10:22:18,62.769,48,1
2460,100,2025-12-04 23:36:11,-191.914,66,0
2461,31,2025-09-07 06:54:43,510.096,40,0
2462,75,2025-07-25 17:30:33,741.633,78,0
2463,13,2025-11-24 01:19:27,189.091,14,1
2464,41,2025-07-02 17:20:10,-52.673,73,0
2465,64,2025-12-22 08:55:43,-50.806,94,0
2466,42,2025-02-10 17:52:58,415.987,14,0
2467,97,2025-05-04 00:41:33,205.691,76,0
2468,77,2025-06-14 18:39:39,-38.819,42,0
2469,82,2025-05-09 19:35:19,505.175,96,0
2470,57,2025-04-17 17:10:46,-192.26,45,0
2471,20,2025-11-22 08:27:00,559.245,39,0
2472,12,2025-04-04 10:23:44,393.399,2,0
2473,69,2025-12-26 12:42:25,496.502,49,0
2474,77,2025-10-09 11:08:01,734.604,39,0
2475,70,2025-10-04 15:38:44,757.688,23,0
2476,6,2025-07-06 13:07:11,-48.322,36,0
2477,30,2025-05-20 23:18:46,623.892,75,0
2478,100,2025-05-07 11:44:45,-48.571,98,0
2479,3,2025-06-04 20:27:49,-14.111,98,0
2480,68,2025-07-14 06:57:54,204.306,92,0
2481,14,2025-10-22 06:58:50,425.26,53,0
2482,93,2025-10-25 18:20:24,-24.42,80,0
2483,50,2025-07-14 07:09:38,73.785,57,0
2484,25,2025-03-10 12:27:57,-82.402,0,0
2485,26,2025-06-03 05:16:56,-144.216,33,0
2486,100,2025-05-05 04:50:09,37.541,10,0
2487,64,2025-01-06 09:24:26,-95.301,9,0
2488,30,2025-01-14 13:07:54,408.239,90,0
2489,12,2025-01-10 07:23:30,303.776,68,0
2490,84,2025-09-28 19:30:17,244.75,19,0
2491,21,2025-12-09 11:59:09,633.685,22,0
2492,45,2025-01-12 23:47:34,14.729,12,0
2493,41,2025-12-19 22:33:06,-48.327,11,0
2494,90,2025-10-21 16:43:27,793.807,15,0
2495,31,2025-06-20 13:12:15,20.184,54,0
2496,70,2025-09-02 12:47:49,757.006,6,0
2497,13,2025-08-02 20:47:23,536.748,23,0
2498,26,2025-08-09 04:51:02,783.467,41,1
2499,10,2025-05-04 21:14:57,54.619,55,0
2500,67,2025-01-01 02:33:42,157.342,95,0
2501,88,2025-01-15 10:38:53,48.879,28,0
2502,90,2025-04-06 02:15:39,482.305,83,0
2503,22,2025-05-06 21:02:34,387.528,66,0
2504,55,2025-07-16 23:46:17,422.289,11,0
2505,42,2025-04-12 05:19:35,-102.206,24,0
2506,96,2025-11-01 16:15:37,-121.906,61,0
2507,55,2025-06-10 15:23:08,542.505,59,0
2508,50,2025-01-11 15:07:07,334.724,26,0
2509,24,2025-10-15 10:42:31,363.596,8,0
2510,58,2025-11-21 05:10:17,667.808,79,0
2511,13,2025-12-28 08:43:59,633.324,15,0
2512,5,2025-08-05 21:03:25,627.234,94,0
2513,40,2025-02-16 01:08:29,778.084,11,0
2514,41,2025-02-07 17:55:07,-91.174,88,0
2515,91,2025-06-08 11:54:07,379.341,44,0
2516,59,2025-10-05 02:46:02,-44.018,97,0
2517,78,2025-08-19 08:34:50,-158.456,38,1
2518,83,2025-08-24 01:37:29,68.702,12,0
2519,1,2025-06-19 06:05:33,168.371,71,0
2520,28,2025-07-14 21:01:36,-159.382,31,0
2521,11,2025-07-20 12:41:44,-141.443,31,0
2522,79,2025-11-20 01:58:07,761.156,8,0
2523,63,2025-12-15 23:43:15,269.316,83,0
2524,32,2025-02-14 10:54:21,-183.029,14,1
2525,22,2025-12-20 15:40:06,318.474,51,0
2526,12,2025-11-27 04:01:09,560.093,41,0
2527,32,2025-08-27 20:04:51,718.21,13,0
2528,66,2025-11-06 15:47:37,-3.237,14,0
2529,84,2025-10-13 11:09:27,723.812,45,0
2530,98,2025-09-06 09:57:01,93.504,47,0
2531,2,2025-09-22 08:35:00,-188.234,21,0
2532,45,2025-04-23 05:16:13,234.162,41,0
2533,52,2025-06-05 03:50:23,-104.4,97,0
2534,34,2025-10-12 15:01:12,-103.165,84,0
2535,20,2025-07-23 10:28:57,102.651,15,0
2536,35,2025-03-03 02:41:55,-38.983,73,0
2537,11,2025-07-08 21:05:59,-61.615,58,0
2538,41,2025-03-16 08:26:13,111.955,50,0
2539,73,2025-04-27 01:55:39,-17.221,11,1
2540,67,2025-11-01 06:49:10,250.542,93,0
2541,28,2025-06-11 04:50:26,-37.844,8,0
2542,93,2025-01-05 17:27:20,648.064,100,0
2543,28,2025-07-12 05:52:29,652.095,50,0
2544,47,2025-10-25 12:03:34,562.702,59,0
2545,33,2025-02-14 04:47:34,229.604,70,0
2546,55,2025-02-10 02:44:28,450.317,80,0
2547,5,2025-07-01 06:47:02,656.685,77,0
2548,76,2025-07-18 14:06:27,567.406,32,0
2549,88,2025-07-07 09:08:56,612.523,67,0
2550,96,2025-03-06 06:32:25,31.852,73,0
2551,38,2025-03-14 13:05:49,501.693,28,0
2552,98,2025-10-22 03:58:10,459.329,37,0
2553,47,2025-03-07 07:37:22,-121.956,11,0
2554,68,2025-11-25 02:58:38,235.359,83,0
2555,4,2025-04-26 22:11:34,473.849,37,0
2556,29,2025-02-14 22:34:06,126.567,92,0
2557,65,2025-06-02 00:17:02,497.989,27,0
2558,28,2025-03-14 23:55:14,710.127,74,0
2559,38,2025-07-20 15:07:39,150.491,95,0
2560,89,2025-02-15 18:12:05,607.475,58,0
2561,45,2025-07-25 00:05:18,428.306,66,0
2562,35,2025-12-19 13:37:40,-32.796,56,0
2563,66,2025-06-25 03:51:37,-77.876,33,0
2564,97,2025-12-11 20:43:18,-44.928,36,0
2565,69,2025-09-22 18:47:37,-108.627,16,0
2566,8,2025-09-18 22:58:09,-146.613,23,0
2567,60,2025-01-10 14:12:29,346.358,33,0
2568,4,2025-07-27 16:05:44,233.449,81,0
2569,34,2025-02-27 06:38:45,-71.506,48,0
2570,31,2025-11-11 16:32:01,732.859,20,0
2571,28,2025-02-22 18:54:37,-191.881,83,0
2572,9,2025-12-02 04:37:56,573.654,98,0
2573,16,2025-01-07 02:03:14,-75.59,19,0
2574,70,2025-02-24 22:14:04,-90.277,22,0
2575,95,2025-01-15 20:15:02,101.785,16,0
2576,70,2025-04-04 19:53:01,644.444,49,0
2577,21,2025-04-25 14:14:01,137.858,0,0
2578,20,2025-09-05 23:38:14,528.687,95,1
2579,78,2025-12-01 23:08:59,317.751,96,0
2580,36,2025-05-14 05:47:09,415.337,22,0
2581,35,2025-03-08 20:57:26,206.115,15,0
2582,72,2025-07-03 19:25:00,323.123,31,0
2583,78,2025-09-05 04:15:35,-156.189,92,0
2584,60,2025-11-04 00:45:41,-75.786,20,0
2585,77,2025-09-11 00:55:15,157.464,20,0
2586,74,2025-04-19 04:56:00,41.828,58,0
2587,54,2025-09-11 02:40:18,668.732,95,0
2588,23,2025-11-01 02:19:36,-88.431,86,0
2589,15,2025-06-28 04:53:18,52.356,34,0
2590,25,2025-09-11 22:38:26,66.393,99,0
2591,94,2025-11-27 03:04:32,129.107,44,0
2592,17,2025-12-23 20:51:12,-82.046,91,0
2593,69,2025-05-02 09:42:51,795.202,40,0
2594,66,2025-08-27 16:54:40,581.206,2,0
2595,3,2025-10-20 10:08:32,742.479,68,0
2596,58,2025-04-21 19:07:27,397.303,46,0
2597,97,2025-11-18 18:16:18,-154.909,41,0
2598,79,2025-09-10 23:37:09,-121.044,71,0
2599,64,2025-05-23 14:26:08,757.934,36,0
2600,60,2025-12-14 23:47:30,-19.175,35,0
2601,56,2025-11-15 01:27:33,94.446,11,1
2602,13,2025-12-15 06:12:42,-62.889,45,0
2603,38,2025-09-07 01:54:29,-180.08,65,1
2604,99,2025-03-16 01:09:55,484.653,31,0
2605,98,2025-02-04 04:32:47,-63.126,50,0
2606,52,2025-10-09 20:49:20,756.506,14,0
2607,38,2025-03-21 21:04:17,-8.485,14,0
2608,13,2025-04-12 05:41:20,616.053,15,0
2609,33,2025-07-01 00:34:14,747.537,37,0
2610,46,2025-05-08 06:43:32,286.703,91,0
2611,79,2025-10-03 04:38:30,265.922,35,0
2612,56,2025-07-12 06:53:27,203.444,60,0
2613,100,2025-10-13 10:13:20,737.775,25,0
2614,28,2025-05-13 18:58:23,686.85,4,0
2615,21,2025-01-25 12:15:47,-145.994,90,0
2616,71,2025-01-21 18:18:41,433.106,83,0
2617,34,2025-04-27 20:16:12,-58.497,48,0
2618,19,2025-01-03 19:05:51,445.397,95,0
2619,66,2025-11-28 12:44:35,437.798,38,0
2620,57,2025-09-13 09:14:31,159.325,48,0
2621,82,2025-04-19 21:51:52,203.24,15,0
2622,19,2025-03-17 20:46:04,417.267,88,0
2623,25,2025-05-07 19:33:43,603.779,8,0
2624,66,2025-08-17 07:44:28,44.699,84,1
2625,75,2025-05-22 03:43:07,497.646,61,0
2626,7,2025-07-25 04:59:43,776.41,38,0
2627,73,2025-02-19 00:06:14,62.394,16,0
2628,3,2025-06-16 17:21:27,708.693,29,0
2629,14,2025-10-24 16:33:29,562.924,58,0
2630,50,2025-05-10 23:59:37,-161.701,55,0
2631,13,2025-09-03 18:18:19,-46.515,85,0
2632,8,2025-12-16 07:45:32,718.556,20,0
2633,32,2025-04-03 07:04:08,358.103,32,0
2634,36,2025-07-05 20:39:40,163.351,92,0
2635,76,2025-05-06 21:27:28,534.252,20,0
2636,40,2025-01-09 07:17:34,448.02,69,0
2637,61,2025-02-11 07:56:26,59.815,61,0
2638,8,2025-02-02 09:05:21,508.204,12,0
2639,34,2025-02-08 10:01:07,-52.795,49,0
2640,35,2025-05-14 03:22:05,432.046,62,0
2641,47,2025-08-04 22:14:37,655.509,25,0
2642,26,2025-01-07 23:04:44,119.032,22,0
2643,10,2025-03-13 05:20:43,458.113,95,0
2644,86,2025-10-07 16:27:05,230.092,29,0
2645,10,2025-09-16 07:27:10,84.49,1,0
2646,50,2025-01-12 03:51:37,616.444,66,0
2647,49,2025-05-24 00:21:52,435.491,94,0
2648,68,2025-07-17 04:16:12,-174.041,21,0
2649,55,2025-09-23 08:09:31,-192.764,23,0
2650,91,2025-05-01 03:52:13,698.151,37,0
2651,39,2025-05-25 20:28:47,470.182,53,0
2652,3,2025-02-26 14:56:08,437.791,61,0
2653,45,2025-08-18 11:11:03,723.497,96,1
2654,85,2025-01-24 00:06:17,390.27,35,0
2655,71,2025-08-24 19:54:09,739.525,85,0
2656,71,2025-03-02 16:04:40,465.725,2,0
2657,75,2025-05-27 21:05:36,307.429,0,0
2658,37,2025-03-15 18:41:59,495.491,49,0
2659,75,2025-03-10 16:10:01,292.397,84,0
2660,28,2025-04-02 12:12:30,62.873,19,0
2661,39,2025-09-21 03:16:31,-157.406,23,0
2662,93,2025-05-12 12:46:54,249.479,57,0
2663,4,2025-12-03 20:12:43,173.142,17,0
2664,58,2025-06-05 03:12:19,285.277,66,0
2665,23,2025-09-14 04:09:23,35.376,43,1
2666,5,2025-09-04 07:21:17,389.993,7,0
2667,83,2025-08-26 17:12:15,60.581,51,0
2668,37,2025-10-10 02:01:11,338.757,42,0
2669,14,2025-05-10 20:00:01,595.35,64,0
2670,85,2025-07-03 04:59:29,66.914,64,0
2671,28,2025-08-25 15:22:49,758.852,39,0
2672,53,2025-01-02 09:28:07,232.158,34,0
2673,87,2025-09-05 03:41:17,126.017,70,0
2674,29,2025-10-24 03:15:44,362.008,38,0
2675,15,2025-05-24 05:12:35,458.75,79,0
2676,37,2025-01-02 15:22:18,31.684,36,0
2677,28,2025-09-11 21:05:18,87.872,41,0
2678,24,2025-06-12 03:27:18,627.05,97,0
2679,66,2025-11-18 17:18:48,379.063,76,0
2680,86,2025-09-15 01:32:38,691.215,41,0
2681,6,2025-10-28 23:09:38,593.301,44,0
2682,53,2025-07-13 07:29:50,-85.457,91,0
2683,13,2025-08-01 22:37:07,212.48,58,0
2684,87,2025-07-06 22:57:12,593.401,87,0
2685,73,2025-09-12 10:25:16,189.975,42,0
2686,45,2025-04-09 14:03:39,222.312,5,0
2687,80,2025-02-16 04:12:41,53.459,1,0
2688,34,2025-04-26 23:22:03,413.656,44,0
2689,77,2025-12-01 11:26:53,472.957,49,0
2690,47,2025-07-22 19:01:33,301.305,44,0
2691,28,2025-09-10 21:50:13,331.424,7,0
2692,56,2025-09-26 16:09:32,-68.469,3,0
2693,56,2025-10-10 07:57:57,-170.838,98,0
2694,35,2025-02-26 14:16:05,625.153,100,0
2695,41,2025-06-15 20:12:55,211.603,27,0
2696,98,2025-06-21 23:54:46,44.142,30,0
2697,29,2025-11-13 19:35:51,60.785,56,0
2698,21,2025-02-18 18:27:50,150.158,49,1
2699,22,2025-02-08 09:13:14,331.036,6,0
2700,9,2025-12-27 08:28:30,642.459,85,0
2701,54,2025-02-05 12:18:30,356.928,41,0
2702,49,2025-10-15 04:19:13,341.567,22,0
2703,32,2025-02-07 00:40:01,-182.634,9,0
2704,99,2025-05-16 08:53:25,166.999,18,0
2705,63,2025-12-12 06:43:31,-128.458,72,0
2706,20,2025-12-05 14:15:45,371.785,7,0
2707,15,2025-05-14 14:09:08,626.948,76,1
2708,58,2025-03-20 04:09:27,7.344,42,0
2709,20,2025-07-17 05:26:21,-134.049,13,0
2710,7,2025-04-20 21:48:34,398.004,36,0
2711,95,2025-09-24 15:14:00,299.067,0,0
2712,51,2025-11-15 12:12:40,726.148,81,0
2713,59,2025-03-13 18:17:09,203.636,62,0
2714,53,2025-01-23 01:23:16,559.293,6,0
2715,81,2025-03-22 16:35:17,799.994,89,0
2716,55,2025-10-06 10:34:00,158.176,76,0
2717,30,2025-04-09 20:34:53,645.06,98,0
2718,31,2025-10-19 18:05:53,269.982,43,0
2719,43,2025-02-17 04:34:55,482.533,22,0
2720,23,2025-10-28 04:48:24,629.911,20,0
2721,33,2025-03-26 21:11:51,-83.537,67,0
2722,49,2025-10-20 08:25:56,143.198,35,0
2723,42,2025-05-01 18:41:34,448.528,22,0
2724,13,2025-08-13 19:27:08,573.817,6,0
2725,86,2025-06-21 22:49:03,32.761,44,0
2726,66,2025-08-21 08:21:56,10.964,2,1
2727,66,2025-07-22 09:47:23,494.939,38,0
2728,60,2025-02-25 09:06:19,312.38,57,0
2729,90,2025-09-13 15:27:56,221.306,52,0
2730,1,2025-08-12 15:26:47,348.62,15,0
2731,49,2025-10-06 06:44:39,289.705,23,0
2732,44,2025-06-16 07:31:23,622.846,66,0
2733,5,2025-03-22 16:38:33,407.857,23,1
2734,58,2025-03-01 22:42:30,237.609,27,0
2735,36,2025-05-15 11:24:30,253.923,74,0
2736,100,2025-12-27 12:23:57,434.397,66,0
2737,97,2025-07-02 07:35:11,535.046,11,0
2738,62,2025-09-09 22:57:39,177.842,43,0
2739,76,2025-10-18 18:33:59,361.808,16,0
2740,72,2025-09-28 03:36:26,17.963,12,0
2741,84,2025-12-15 00:54:56,654.708,72,0
2742,5,2025-01-02 21:09:34,249.107,75,1
2743,24,2025-07-10 23:26:10,-53.487,68,0
2744,95,2025-07-17 07:25:46,431.346,68,0
2745,44,2025-07-06 22:13:16,385.446,13,0
2746,21,2025-07-26 14:14:05,482.095,69,0
2747,26,2025-04-20 00:27:56,580.09,22,0
2748,67,2025-04-09 10:51:29,537.863,64,0
2749,99,2025-01-24 17:31:01,191.57,5,0
2750,78,2025-04-03 17:23:33,588.479,79,0
2751,72,2025-06-01 17:06:11,471.481,48,0
2752,58,2025-06-05 23:50:59,132.132,98,0
2753,45,2025-03-19 17:24:49,759.788,24,0
2754,72,2025-07-21 07:26:18,22.598,88,0
2755,65,2025-08-05 18:06:48,587.423,27,0
2756,35,2025-10-08 19:17:48,788.774,30,0
2757,18,2025-11-23 19:14:15,-134.445,36,0
2758,6,2025-01-17 11:56:46,66.617,97,0
2759,30,2025-08-28 11:51:04,148.114,88,0
2760,35,2025-12-25 22:20:31,467.956,84,0
2761,21,2025-03-20 20:55:17,209.043,64,0
2762,67,2025-04-18 19:12:48,9.248,11,0
2763,33,2025-03-09 07:47:32,517.082,99,0
2764,80,2025-07-18 01:37:18,259.081,29,0
2765,16,2025-10-19 19:57:16,-151.57,87,1
2766,63,2025-10-14 17:14:33,714.863,52,0
2767,6,2025-11-24 14:23:17,-5.846,85,0
2768,98,2025-05-28 18:23:02,111.922,19,0
2769,39,2025-01-20 22:40:47,525.645,48,0
2770,93,2025-03-26 07:33:10,510.737,31,0
2771,76,2025-10-20 05:53:14,21.132,22,0
2772,93,2025-08-09 11:29:11,-106.683,26,0
2773,5,2025-12-23 19:19:20,462.323,66,0
2774,44,2025-05-09 11:03:31,668.942,20,0
2775,98,2025-09-27 21:03:16,678.83,82,0
2776,72,2025-01-11 13:13:07,-133.263,13,0
2777,4,2025-12-22 14:28:02,505.959,74,0
2778,28,2025-08-05 11:12:30,769.42,48,0
2779,34,2025-03-09 23:34:01,-188.187,99,0
2780,60,2025-06-12 04:29:19,-127.658,76,0
2781,60,2025-05-05 04:02:45,-195.533,28,0
2782,56,2025-06-03 22:46:57,27.601,27,0
2783,82,2025-04-01 14:11:49,2.758,4,0
2784,71,2025-07-25 11:54:03,175.244,47,0
2785,1,2025-05-25 05:08:55,769.126,8,0
2786,78,2025-07-16 05:27:38,-183.59,54,0
2787,50,2025-11-25 23:53:59,400.042,10,0
2788,62,2025-07-06 11:09:11,-84.583,62,0
2789,89,2025-12-17 02:39:00,222.313,64,0
2790,52,2025-09-22 18:38:56,381.034,81,0
2791,58,2025-09-23 11:53:23,-14.245,44,0
2792,42,2025-11-02 10:30:09,-21.376,100,0
2793,90,2025-07-16 18:21:09,-145.883,5,0
2794,30,2025-12-06 16:27:39,226.68,34,0
2795,13,2025-03-11 18:20:22,647.703,61,0
2796,88,2025-09-02 20:38:27,-117.814,34,0
2797,69,2025-08-27 08:53:35,231.231,77,0
2798,22,2025-12-21 23:12:40,322.037,15,0
2799,70,2025-06-17 15:27:18,-100.428,84,0
2800,37,2025-08-25 06:55:29,781.833,90,0
2801,43,2025-01-24 08:19:45,298.552,8,0
2802,46,2025-12-06 13:58:33,402.008,64,0
2803,18,2025-04-27 21:22:31,250.4,57,0
2804,51,2025-12-09 12:30:22,36.413,29,0
2805,98,2025-01-28 06:44:28,226.273,49,0
2806,54,2025-12-20 04:22:55,676.74,85,0
2807,74,2025-01-21 11:00:18,574.973,53,0
2808,58,2025-06-26 05:54:28,548.441,22,0
2809,26,2025-09-02 02:34:08,459.109,17,0
2810,90,2025-11-17 23:19:36,679.344,72,0
2811,51,2025-10-10 08:10:58,-88.526,24,0
2812,13,2025-02-21 07:27:58,73.967,56,0
2813,35,2025-06-03 15:58:39,-16.92,57,0
2814,24,2025-09-17 12:38:14,699.446,53,0
2815,37,2025-10-22 03:46:45,617.907,18,0
2816,46,2025-06-11 08:03:24,791.219,54,0
2817,77,2025-03-26 20:58:24,-73.247,6,0
2818,23,2025-06-28 13:03:10,435.701,88,0
2819,71,2025-05-18 16:08:23,481.295,78,0
2820,4,2025-02-25 18:01:26,33.791,78,0
2821,77,2025-08-12 17:32:35,33.904,94,0
2822,3,2025-09-24 22:06:01,678.833,88,0
2823,39,2025-11-23 12:07:33,646.169,7,0
2824,27,2025-12-23 11:22:22,-48.549,69,1
2825,73,2025-12-28 14:42:13,-42.147,48,0
2826,45,2025-12-28 16:22:36,-183.012,13,0
2827,71,2025-03-21 23:03:58,799.14,48,0
2828,91,2025-04-19 12:52:01,-27.629,47,0
2829,95,2025-11-16 16:02:58,17.398,14,0
2830,62,2025-01-17 21:24:01,-77.788,1,0
2831,29,2025-09-08 20:00:04,517.086,98,0
2832,31,2025-10-23 17:02:57,50.414,31,0
2833,22,2025-11-05 19:29:18,-169.752,71,0
2834,33,2025-05-05 13:04:08,-80.715,93,0
2835,20,2025-01-24 03:22:29,157.291,41,0
2836,43,2025-05-14 11:19:49,101.269,85,0
2837,46,2025-03-01 13:55:15,793.836,79,0
2838,25,2025-01-04 22:55:33,398.412,41,0
2839,47,2025-04-11 16:24:52,623.686,61,0
2840,55,2025-08-27 19:58:03,229.739,10,0
2841,26,2025-10-10 02:51:58,472.758,47,0
2842,8,2025-07-01 06:51:24,-85.817,1,1
2843,22,2025-05-07 20:56:18,264.58,69,0
2844,59,2025-01-16 01:19:53,586.455,51,0
2845,80,2025-12-14 02:01:07,499.642,35,0
2846,21,2025-02-07 04:26:16,783.887,49,0
2847,93,2025-05-27 12:34:37,-47.696,5,0
2848,7,2025-08-01 23:25:12,546.637,68,0
2849,77,2025-03-25 01:53:02,518.555,17,0
2850,16,2025-12-08 03:54:47,231.601,4,0
2851,28,2025-07-21 04:19:14,636.758,62,0
2852,90,2025-10-12 07:19:44,479.846,61,0
2853,86,2025-07-06 03:23:03,703.015,4,0
2854,3,2025-06-23 00:49:28,58.522,44,0
2855,75,2025-11-15 01:01:23,446.769,12,0
2856,3,2025-08-28 03:59:43,207.12,75,0
2857,89,2025-09-23 03:33:00,99.444,42,0
2858,13,2025-08-01 17:23:38,380.564,14,0
2859,13,2025-04-14 13:02:15,158.045,18,0
2860,45,2025-08-27 11:23:59,495.39,92,0
2861,67,2025-05-25 22:08:08,700.128,98,0
2862,35,2025-02-06 14:23:30,139.696,95,0
2863,78,2025-05-07 10:02:17,-174.49,94,0
2864,1,2025-02-16 16:54:58,140.917,56,0
2865,71,2025-02-10 06:21:59,387.842,98,0
2866,97,2025-04-20 22:30:43,116.955,12,0
2867,18,2025-07-22 06:21:59,0.099,71,0
2868,23,2025-10-21 04:53:05,269.305,73,0
2869,86,2025-05-06 01:21:25,776.554,32,0
2870,45,2025-02-06 04:26:11,241.419,87,0
2871,24,2025-04-25 12:15:38,573.117,32,0
2872,88,2025-03-26 22:06:26,557.67,22,0
2873,52,2025-02-11 15:13:42,683.3,54,0
2874,90,2025-11-06 00:33:49,-75.434,29,0
2875,75,2025-10-25 07:22:21,-55.93,44,0
2876,41,2025-04-14 02:23:00,443.098,17,0
2877,48,2025-12-13 04:26:25,523.726,45,0
2878,48,2025-04-19 05:36:46,280.788,11,0
2879,93,2025-10-13 22:13:02,728.432,1,0
2880,51,2025-10-21 09:14:53,378.599,81,0
2881,73,2025-01-15 02:11:27,590.954,2,0
2882,56,2025-11-13 18:31:18,458.158,2,0
2883,98,2025-08-09 22:59:53,-158.518,40,0
2884,97,2025-04-24 23:00:14,527.102,99,0
2885,91,2025-03-14 11:42:02,472.816,14,0
2886,18,2025-11-18 11:14:07,-195.951,99,0
2887,44,2025-07-09 06:45:46,587.429,3,0
2888,25,2025-01-22 18:07:01,40.193,72,0
2889,71,2025-11-14 21:53:11,419.598,27,0
2890,56,2025-11-12 04:32:55,113.182,7,0
2891,60,2025-09-08 11:59:16,638.945,6,0
2892,54,2025-04-28 19:25:53,93.538,34,0
2893,90,2025-12-05 08:53:11,-0.784,77,0
2894,67,2025-01-24 23:09:19,-114.454,57,0
2895,39,2025-03-02 07:41:42,395.907,18,0
2896,83,2025-02-07 16:25:22,-31.954,33,0
2897,69,2025-04-27 23:46:56,379.368,13,0
2898,57,2025-11-23 02:44:31,772.926,1,0
2899,17,2025-08-17 22:03:50,442.347,82,0
2900,100,2025-04-11 21:19:44,-184.046,69,0
2901,9,2025-11-20 08:10:32,266.508,35,0
2902,72,2025-10-17 22:12:46,96.908,71,0
2903,11,2025-10-28 11:30:40,655.659,7,0
2904,79,2025-09-02 11:33:12,494.558,81,0
