id,customer_id,product_id,quantity,unit_price,discount,total,status,order_date
2907,1595,140,3,966.17,0,2898.51,delivered,2024-06-10
2908,1104,9,7,332.46,0,2327.22,delivered,2024-10-07
2909,486,191,6,778.27,14.95,4669.62,shipped,2022-02-04
2910,1236,70,4,100.2,0,400.8,delivered,2022-03-09
2911,1880,2,12,667,29.27,8004,pending,2023-03-03
2912,591,33,16,253.97,0,4063.52,cancelled,2022-03-25
2913,1257,134,13,53.33,0,693.29,delivered,2024-07-01
2914,1152,71,18,903.42,0,16261.56,cancelled,2025-10-14
2915,1140,162,16,600.01,0,9600.16,returned,2023-04-27
2916,1552,48,18,184.21,9.84,3315.78,delivered,2025-05-17
2917,1091,32,1,244.09,0,244.09,shipped,2023-02-14
2918,1962,8,13,581.03,7.84,7553.39,delivered,2022-12-10
2919,1475,143,5,59.58,0,297.9,shipped,2025-09-06
2920,789,3,7,536.43,0,3755.01,pending,2024-07-01
2921,440,193,8,271.72,29.28,2173.76,cancelled,2025-11-05
2922,1549,52,8,370.49,3.2,2963.92,delivered,2022-06-12
2923,1662,200,19,990.22,0.02,18814.18,shipped,2023-07-01
2924,703,137,17,358.4,3.3,6092.8,shipped,2025-03-21
2925,243,58,11,583.34,0,6416.74,pending,2025-07-14
2926,1620,124,3,809.49,0,2428.47,shipped,2025-06-17
2927,1809,29,19,717.02,0,13623.38,delivered,2023-12-06
2928,1920,114,15,139.28,0,2089.2,pending,2023-11-22
2929,187,31,19,158.16,0,3005.04,pending,2024-11-05
2930,1318,117,6,660.46,14.83,3962.76,shipped,2025-11-07
2931,695,114,19,139.28,28.74,2646.32,delivered,2023-07-06
2932,389,43,7,64.03,0,448.21,pending,2023-02-12
2933,1891,10,18,859.56,0,15472.08,returned,2022-07-03
2934,1944,85,8,378.98,2.27,3031.84,delivered,2022-11-07
2935,521,194,17,510.14,0,8672.38,delivered,2023-12-24
2936,468,118,10,380.05,20.03,3800.5,returned,2024-02-25
2937,869,124,4,809.49,14.99,3237.96,returned,2022-08-07
2938,538,129,10,730.46,0,7304.6,delivered,2024-06-14
2939,1974,90,3,592.32,28.73,1776.96,shipped,2024-09-03
2940,436,51,18,328.87,0,5919.66,cancelled,2023-12-09
2941,1744,187,1,626.35,0,626.35,cancelled,2024-10-19
2942,452,41,11,693.85,26.76,7632.35,shipped,2025-12-06
2943,7,82,10,286.13,0,2861.3,shipped,2025-09-13
2944,685,85,11,378.98,3.67,4168.78,shipped,2024-01-24
2945,976,105,11,317.66,0,3494.26,pending,2024-10-24
2946,6,161,1,81.95,0,81.95,returned,2024-10-19
2947,386,162,11,600.01,0,6600.11,returned,2023-11-11
2948,1236,35,6,645.79,0,3874.74,delivered,2023-09-06
2949,151,80,15,59.51,0,892.65,cancelled,2025-10-23
2950,12,25,18,219.32,5.88,3947.76,delivered,2024-06-03
2951,1933,161,8,81.95,0,655.6,pending,2022-12-27
2952,541,148,18,72.74,0,1309.32,cancelled,2022-09-24
2953,638,65,11,202.76,0,2230.36,cancelled,2024-04-22
2954,1613,118,5,380.05,0,1900.25,cancelled,2022-08-24
2955,651,14,11,550.62,0,6056.82,cancelled,2022-05-07
2956,1527,75,3,95.54,8.55,286.62,pending,2023-06-13
2957,796,67,19,692.69,0,13161.11,delivered,2024-08-16
2958,233,138,9,557.12,0,5014.08,shipped,2025-02-19
2959,462,82,10,286.13,0,2861.3,delivered,2024-03-27
2960,1445,175,13,211.16,0,2745.08,pending,2023-02-28
2961,1149,40,8,892.78,0,7142.24,returned,2025-08-23
2962,1739,94,13,8.03,19.85,104.39,delivered,2022-11-06
2963,868,70,7,100.2,0,701.4,delivered,2025-03-20
2964,1310,36,3,406.43,0,1219.29,shipped,2023-01-12
2965,534,64,11,663.35,0,7296.85,pending,2024-05-22
2966,1899,148,16,72.74,0,1163.84,pending,2025-01-16
2967,1700,187,13,626.35,0,8142.55,shipped,2025-08-06
2968,826,76,5,948.25,18.98,4741.25,pending,2024-12-16
2969,1266,5,9,604.81,0,5443.29,delivered,2022-05-20
2970,249,174,13,231.71,0,3012.23,delivered,2024-07-09
2971,591,10,16,859.56,0,13752.96,delivered,2025-09-18
2972,416,85,4,378.98,0,1515.92,returned,2022-08-06
2973,1111,73,11,238.38,0,2622.18,shipped,2023-06-15
2974,247,3,2,536.43,0,1072.86,delivered,2025-12-06
2975,932,121,4,963.7,12.22,3854.8,returned,2023-08-19
2976,1821,188,15,176.18,0,2642.7,pending,2025-01-10
2977,414,68,14,447.71,0,6267.94,shipped,2022-01-18
2978,1387,102,10,573.77,0.69,5737.7,shipped,2023-08-25
2979,1723,50,12,724.2,0,8690.4,pending,2025-11-15
2980,1574,30,15,125.04,23.22,1875.6,pending,2024-08-24
2981,1749,59,14,631.88,3.64,8846.32,delivered,2023-08-14
2982,1714,152,4,911.9,23.91,3647.6,pending,2022-08-09
2983,509,106,13,596.1,0,7749.3,shipped,2022-01-21
2984,46,10,15,859.56,15.83,12893.4,returned,2024-09-07
2985,1919,98,4,66.06,0,264.24,cancelled,2025-03-13
2986,1673,175,18,211.16,0,3800.88,delivered,2023-03-01
2987,620,200,3,990.22,0,2970.66,shipped,2025-07-11
2988,750,114,7,139.28,0,974.96,cancelled,2025-02-03
2989,525,153,9,22.28,0,200.52,pending,2025-05-12
2990,1615,40,6,892.78,5.58,5356.68,shipped,2024-09-25
2991,509,192,12,576.21,0,6914.52,pending,2024-05-06
2992,465,154,8,890.6,0,7124.8,shipped,2023-08-05
2993,342,125,17,142.11,4.06,2415.87,delivered,2022-05-08
2994,815,58,1,583.34,28.02,583.34,returned,2023-02-08
2995,605,134,8,53.33,23.28,426.64,pending,2023-07-11
2996,1752,167,14,277.82,0,3889.48,shipped,2023-07-26
2997,1765,3,6,536.43,3.56,3218.58,shipped,2022-02-19
2998,685,136,2,28.67,0,57.34,returned,2024-11-12
2999,1707,83,4,806.73,21.73,3226.92,returned,2024-03-06
3000,1680,65,1,202.76,26.21,202.76,delivered,2023-09-21
3001,359,168,10,701.25,4.7,7012.5,cancelled,2025-05-22
3002,1259,170,5,944.19,0,4720.95,returned,2023-11-13
3003,252,54,13,976.53,0,12694.89,shipped,2024-09-12
3004,509,168,1,701.25,0,701.25,delivered,2024-04-01
3005,148,97,1,305.05,0,305.05,delivered,2022-11-15
3006,1354,196,10,542.59,0,5425.9,returned,2023-11-18
3007,1832,193,2,271.72,1.74,543.44,pending,2025-09-03
3008,1357,139,4,43.53,4.99,174.12,returned,2022-05-08
3009,817,116,6,208.96,18.91,1253.76,delivered,2022-04-11
3010,1467,60,8,774.36,27.05,6194.88,returned,2022-05-20
3011,104,140,16,966.17,0,15458.72,pending,2022-03-10
3012,1236,2,4,667,0,2668,returned,2023-09-06
3013,680,75,16,95.54,0,1528.64,pending,2025-02-01
3014,1416,49,14,875.58,0,12258.12,cancelled,2023-09-16
3015,176,114,16,139.28,19.16,2228.48,shipped,2022-02-14
3016,690,165,12,583.18,0,6998.16,cancelled,2025-08-27
3017,1393,5,17,604.81,23.58,10281.77,shipped,2024-01-25
3018,1012,52,2,370.49,0,740.98,delivered,2022-01-22
3019,1795,72,16,633.89,0,10142.24,returned,2024-10-25
3020,977,196,2,542.59,0,1085.18,pending,2024-11-17
3021,1446,200,14,990.22,0,13863.08,cancelled,2024-04-19
3022,1787,31,8,158.16,0,1265.28,cancelled,2022-03-19
3023,1215,188,1,176.18,0,176.18,cancelled,2024-02-21
3024,1331,19,14,437.6,15.01,6126.4,pending,2025-08-02
3025,623,147,9,214.28,0,1928.52,shipped,2022-07-23
3026,783,188,14,176.18,0,2466.52,pending,2022-11-17
3027,1960,69,10,409.64,0,4096.4,pending,2025-10-24
3028,945,14,5,550.62,0,2753.1,delivered,2022-09-05
3029,1052,76,4,948.25,19.44,3793,shipped,2023-05-18
3030,435,33,12,253.97,19.14,3047.64,returned,2022-08-21
3031,713,128,16,216.83,0,3469.28,shipped,2025-06-08
3032,120,11,13,67.82,0,881.66,pending,2025-11-27
3033,64,39,17,211.25,0,3591.25,returned,2024-08-01
3034,59,50,8,724.2,0,5793.6,returned,2022-09-24
3035,1434,127,12,623.12,0,7477.44,delivered,2025-04-20
3036,1540,12,8,654.54,0,5236.32,shipped,2023-11-05
3037,1170,102,16,573.77,0,9180.32,pending,2022-04-13
3038,1207,90,16,592.32,16.01,9477.12,returned,2024-02-20
3039,1694,110,4,77.9,0,311.6,delivered,2023-11-10
3040,778,159,19,174.14,0,3308.66,cancelled,2025-10-20
3041,1734,61,5,968.17,0,4840.85,cancelled,2022-07-15
3042,870,43,12,64.03,0,768.36,delivered,2023-12-16
3043,1099,195,14,515.75,0,7220.5,returned,2025-12-13
3044,1253,46,4,253.15,0,1012.6,pending,2022-02-28
3045,649,191,9,778.27,0,7004.43,pending,2024-09-10
3046,967,65,10,202.76,0,2027.6,pending,2024-06-16
3047,1941,184,8,385.1,27.32,3080.8,shipped,2023-09-15
3048,1529,99,15,47.38,25.52,710.7,shipped,2023-05-09
3049,881,116,18,208.96,0,3761.28,cancelled,2024-02-03
3050,278,71,2,903.42,0,1806.84,cancelled,2023-04-14
3051,1726,157,17,83.71,6.9,1423.07,returned,2024-06-16
3052,1148,170,8,944.19,0,7553.52,cancelled,2022-07-05
3053,1327,177,5,350.23,0,1751.15,delivered,2022-03-15
3054,1392,53,6,655.86,0,3935.16,delivered,2023-02-28
3055,876,44,16,690.47,0,11047.52,delivered,2025-06-08
3056,268,174,6,231.71,0,1390.26,returned,2022-08-08
3057,628,56,8,561.69,0,4493.52,shipped,2025-04-12
3058,1956,14,1,550.62,0,550.62,cancelled,2024-08-02
3059,1200,121,10,963.7,7.28,9637,shipped,2023-03-02
3060,932,191,10,778.27,0,7782.7,returned,2024-10-04
3061,494,104,13,386.74,4.24,5027.62,shipped,2024-08-25
3062,309,123,5,58.49,0,292.45,returned,2023-08-03
3063,702,78,17,335.71,0,5707.07,returned,2024-08-08
3064,1162,10,1,859.56,13.3,859.56,shipped,2022-06-15
3065,974,35,17,645.79,0,10978.43,shipped,2025-01-28
3066,227,103,4,661.57,8.38,2646.28,cancelled,2023-02-12
3067,1127,180,2,774.95,0,1549.9,cancelled,2024-08-08
3068,1793,122,14,816.6,0,11432.4,shipped,2023-05-20
3069,345,165,9,583.18,0,5248.62,cancelled,2024-07-19
3070,540,155,9,431.01,0,3879.09,cancelled,2025-04-18
3071,1745,182,9,718.6,0,6467.4,shipped,2025-12-09
3072,588,152,12,911.9,0,10942.8,returned,2023-04-16
3073,1899,90,8,592.32,0,4738.56,delivered,2023-08-11
3074,1005,73,12,238.38,0,2860.56,delivered,2025-02-05
3075,1509,69,10,409.64,0,4096.4,cancelled,2022-07-20
3076,1536,199,1,565.45,0,565.45,pending,2024-04-14
3077,1290,158,18,150.99,0,2717.82,delivered,2024-12-01
3078,1334,130,14,420.65,0,5889.1,delivered,2022-08-06
3079,1144,109,17,21.24,4.12,361.08,shipped,2025-02-25
3080,504,92,2,52.57,0,105.14,delivered,2025-01-16
3081,614,12,13,654.54,0,8509.02,cancelled,2025-12-06
3082,78,25,10,219.32,0,2193.2,pending,2022-01-04
3083,1405,29,8,717.02,0.83,5736.16,cancelled,2022-07-06
3084,763,143,2,59.58,0,119.16,cancelled,2025-11-15
3085,34,16,17,846.4,23.81,14388.8,delivered,2023-12-23
3086,983,6,1,183.59,0,183.59,shipped,2023-02-27
3087,374,33,7,253.97,0,1777.79,delivered,2022-01-17
3088,1299,101,2,100.03,0,200.06,returned,2023-09-04
3089,1789,185,11,326.55,0,3592.05,delivered,2025-10-21
3090,1967,9,2,332.46,0,664.92,returned,2024-01-02
3091,1447,188,5,176.18,0,880.9,pending,2024-03-23
3092,413,175,18,211.16,8.56,3800.88,cancelled,2025-06-14
3093,698,114,7,139.28,0,974.96,shipped,2024-01-14
3094,11,195,5,515.75,0,2578.75,pending,2025-02-28
3095,700,186,5,627.64,0,3138.2,returned,2025-01-05
3096,729,120,8,239.25,12.68,1914,pending,2023-05-14
3097,1119,103,12,661.57,0,7938.84,returned,2025-10-23
3098,1702,159,13,174.14,6.69,2263.82,pending,2025-07-02
3099,1977,177,19,350.23,0,6654.37,pending,2022-07-16
3100,1832,75,12,95.54,0,1146.48,shipped,2024-11-17
3101,1921,188,1,176.18,0,176.18,pending,2022-06-26
3102,1581,135,6,674.59,0,4047.54,pending,2023-03-09
3103,102,148,9,72.74,2.77,654.66,delivered,2024-08-28
3104,1926,139,10,43.53,0,435.3,pending,2023-06-13
3105,1175,142,6,446.08,18.13,2676.48,delivered,2022-01-04
3106,412,29,7,717.02,0.56,5019.14,delivered,2025-08-27
3107,881,77,19,97.67,28.55,1855.73,returned,2023-02-16
3108,1854,46,1,253.15,0,253.15,shipped,2022-02-28
3109,247,12,5,654.54,15.63,3272.7,returned,2025-09-22
3110,937,124,12,809.49,18.72,9713.88,shipped,2024-07-08
3111,245,199,15,565.45,0,8481.75,cancelled,2024-06-02
3112,1440,51,2,328.87,15.12,657.74,delivered,2025-05-24
3113,195,153,16,22.28,0,356.48,delivered,2024-01-03
3114,1632,155,8,431.01,5.96,3448.08,delivered,2024-05-10
3115,1610,135,10,674.59,0,6745.9,delivered,2022-05-06
3116,1628,123,11,58.49,0,643.39,returned,2025-09-12
3117,116,62,3,166.62,0,499.86,shipped,2023-04-19
3118,763,146,2,629.33,0,1258.66,returned,2024-11-07
3119,1506,199,2,565.45,0,1130.9,shipped,2023-11-08
3120,734,59,18,631.88,0,11373.84,returned,2024-06-03
3121,1983,175,14,211.16,20.4,2956.24,returned,2025-10-13
3122,889,49,11,875.58,0,9631.38,cancelled,2022-06-08
3123,1163,94,3,8.03,0,24.09,cancelled,2023-06-08
3124,1309,75,15,95.54,0,1433.1,pending,2023-03-14
3125,434,23,14,713.25,0,9985.5,cancelled,2024-07-12
3126,549,59,7,631.88,0,4423.16,shipped,2022-03-05
3127,1765,137,2,358.4,0,716.8,delivered,2023-10-24
3128,1327,66,11,397.63,0,4373.93,delivered,2022-04-10
3129,523,57,12,141.75,0,1701,shipped,2024-10-04
3130,681,179,10,450.55,27.55,4505.5,returned,2022-04-23
3131,109,193,8,271.72,12.89,2173.76,cancelled,2022-01-28
3132,1596,112,17,393.73,22.18,6693.41,pending,2023-02-06
3133,1459,28,4,829.59,19.38,3318.36,cancelled,2023-06-06
3134,790,77,8,97.67,4.27,781.36,delivered,2023-11-24
3135,1400,182,15,718.6,0,10779,pending,2023-10-28
3136,1026,21,19,554.6,0,10537.4,returned,2022-12-21
3137,1449,79,3,60.77,17.03,182.31,cancelled,2022-12-18
3138,1671,10,9,859.56,0,7736.04,returned,2024-06-20
3139,118,195,3,515.75,0,1547.25,pending,2023-03-23
3140,1811,184,16,385.1,12.16,6161.6,cancelled,2023-05-24
3141,1993,114,9,139.28,0,1253.52,pending,2024-11-04
3142,1449,131,13,652.89,0,8487.57,delivered,2023-01-12
3143,63,77,11,97.67,17.04,1074.37,pending,2025-07-07
3144,452,185,3,326.55,0.72,979.65,cancelled,2025-07-11
3145,793,137,1,358.4,24.55,358.4,shipped,2025-06-26
3146,122,175,16,211.16,9.89,3378.56,delivered,2024-09-01
3147,34,9,13,332.46,0,4321.98,cancelled,2024-09-10
3148,663,5,1,604.81,18.36,604.81,returned,2022-01-23
3149,1893,173,1,580.62,0,580.62,cancelled,2023-11-26
3150,1282,108,6,541.06,13.67,3246.36,delivered,2024-09-20
3151,332,157,14,83.71,12.24,1171.94,shipped,2024-09-25
3152,552,63,8,560.31,0,4482.48,returned,2023-06-01
3153,422,159,1,174.14,24.8,174.14,returned,2025-04-09
3154,306,162,6,600.01,9.06,3600.06,shipped,2024-01-17
3155,646,195,10,515.75,0,5157.5,delivered,2025-10-17
3156,1105,192,18,576.21,0,10371.78,returned,2024-05-17
3157,1411,135,1,674.59,27.01,674.59,pending,2022-06-13
3158,806,58,8,583.34,23.64,4666.72,delivered,2022-11-17
3159,797,88,3,646.25,20.24,1938.75,shipped,2022-06-17
3160,885,160,14,574.94,13.13,8049.16,cancelled,2025-02-14
3161,20,112,16,393.73,0,6299.68,cancelled,2023-07-21
3162,1773,102,7,573.77,0,4016.39,returned,2025-07-22
3163,1118,127,9,623.12,0,5608.08,shipped,2024-01-24
3164,771,41,19,693.85,0,13183.15,pending,2024-06-15
3165,1194,112,11,393.73,25.55,4331.03,returned,2022-06-02
3166,1813,164,10,527.51,0,5275.1,shipped,2022-06-19
3167,1775,176,14,850.78,0,11910.92,pending,2024-09-01
3168,329,119,1,371.17,0,371.17,cancelled,2025-07-18
3169,1256,20,1,481.5,8.95,481.5,cancelled,2024-06-08
3170,450,9,3,332.46,0,997.38,shipped,2022-11-03
3171,252,38,15,458.13,16.82,6871.95,cancelled,2024-11-11
3172,824,144,16,247.92,0,3966.72,returned,2025-06-08
3173,1753,157,2,83.71,0,167.42,returned,2022-01-17
3174,944,162,7,600.01,0,4200.07,delivered,2025-04-14
3175,1306,41,16,693.85,0,11101.6,cancelled,2022-10-10
3176,661,184,6,385.1,0,2310.6,returned,2025-01-28
3177,1435,29,19,717.02,0,13623.38,delivered,2024-01-24
3178,1496,183,12,656.46,0,7877.52,delivered,2025-01-23
3179,1181,160,16,574.94,0,9199.04,cancelled,2023-11-04
3180,1520,49,13,875.58,0,11382.54,shipped,2024-11-12
3181,478,106,14,596.1,0,8345.4,delivered,2024-08-19
3182,807,151,10,770.69,0,7706.9,shipped,2025-12-01
3183,1215,3,1,536.43,21.88,536.43,pending,2022-04-15
3184,604,168,9,701.25,0,6311.25,returned,2025-03-21
3185,884,162,8,600.01,0,4800.08,delivered,2022-10-19
3186,646,6,1,183.59,0,183.59,returned,2022-10-25
3187,1594,167,17,277.82,2.08,4722.94,cancelled,2024-02-17
3188,788,56,18,561.69,0,10110.42,shipped,2023-12-03
3189,1665,101,16,100.03,28.8,1600.48,cancelled,2025-11-27
3190,50,80,18,59.51,0,1071.18,returned,2022-05-16
3191,778,133,17,298.55,0,5075.35,cancelled,2024-06-28
3192,935,97,1,305.05,0,305.05,cancelled,2023-03-07
3193,500,178,10,354.22,0,3542.2,returned,2025-04-05
3194,327,152,4,911.9,15.31,3647.6,shipped,2024-03-12
3195,676,2,11,667,0,7337,pending,2022-11-01
3196,1074,43,18,64.03,0,1152.54,cancelled,2025-10-03
3197,468,172,2,95.98,0,191.96,delivered,2023-03-21
3198,1374,120,16,239.25,18.76,3828,cancelled,2024-03-20
3199,2000,35,13,645.79,0,8395.27,cancelled,2022-12-23
3200,130,69,1,409.64,14.07,409.64,pending,2025-02-26
3201,134,32,3,244.09,0,732.27,delivered,2025-11-11
3202,1819,197,17,822.64,8.05,13984.88,shipped,2022-08-25
3203,880,108,16,541.06,0,8656.96,pending,2025-01-06
3204,344,142,14,446.08,0,6245.12,delivered,2023-02-26
3205,307,21,8,554.6,27.29,4436.8,delivered,2025-06-17
3206,1567,75,7,95.54,27.38,668.78,shipped,2025-08-04
3207,148,36,11,406.43,9.44,4470.73,delivered,2022-12-21
3208,468,89,8,968.98,0,7751.84,returned,2024-11-13
3209,259,84,1,903.84,0,903.84,pending,2024-08-23
3210,517,140,8,966.17,0,7729.36,returned,2025-06-16
3211,42,199,4,565.45,0,2261.8,delivered,2025-04-26
3212,503,88,11,646.25,0,7108.75,shipped,2024-06-19
3213,891,185,6,326.55,8.31,1959.3,delivered,2022-10-01
3214,1495,91,12,916.22,22.8,10994.64,cancelled,2024-06-14
3215,1093,164,8,527.51,2.29,4220.08,delivered,2022-08-19
3216,1706,164,19,527.51,0,10022.69,delivered,2023-04-08
3217,899,79,9,60.77,0,546.93,pending,2024-01-14
3218,865,69,18,409.64,0,7373.52,delivered,2025-11-14
3219,730,112,18,393.73,0,7087.14,shipped,2023-08-08
3220,114,2,4,667,0,2668,pending,2022-03-08
3221,276,186,5,627.64,0,3138.2,returned,2022-03-19
3222,913,117,6,660.46,0,3962.76,shipped,2025-09-14
3223,653,117,12,660.46,0,7925.52,cancelled,2025-01-26
3224,1564,112,1,393.73,24.49,393.73,pending,2023-11-07
3225,1174,199,8,565.45,0,4523.6,delivered,2023-12-02
3226,1061,34,16,827.62,12.21,13241.92,returned,2022-08-13
3227,608,157,16,83.71,0,1339.36,cancelled,2025-09-14
3228,1768,48,15,184.21,0,2763.15,pending,2022-01-15
3229,552,198,14,380.95,0,5333.3,pending,2024-07-24
3230,1854,64,2,663.35,0,1326.7,returned,2024-05-19
3231,1507,199,15,565.45,0,8481.75,delivered,2024-09-10
3232,1704,148,16,72.74,25.58,1163.84,pending,2024-01-13
3233,66,55,13,112.9,0,1467.7,delivered,2022-06-10
3234,722,146,18,629.33,0,11327.94,pending,2025-06-03
3235,1643,99,12,47.38,0,568.56,returned,2024-08-03
3236,487,162,1,600.01,1.66,600.01,returned,2025-12-18
3237,45,100,2,779.66,0,1559.32,pending,2022-04-09
3238,376,43,15,64.03,9.52,960.45,cancelled,2025-09-07
3239,209,91,17,916.22,0,15575.74,pending,2024-06-26
3240,1878,25,5,219.32,3.47,1096.6,returned,2024-07-23
3241,1161,128,16,216.83,19.24,3469.28,returned,2023-11-23
3242,261,17,15,122.61,0,1839.15,shipped,2022-06-23
3243,1145,199,7,565.45,0,3958.15,returned,2022-03-12
3244,513,42,17,874.09,0,14859.53,returned,2022-05-08
3245,1338,91,19,916.22,0,17408.18,shipped,2025-06-09
3246,277,66,2,397.63,0,795.26,shipped,2023-09-12
3247,58,7,5,669.43,17.78,3347.15,cancelled,2025-10-20
3248,1677,32,3,244.09,1.21,732.27,cancelled,2024-11-15
3249,282,127,16,623.12,27.33,9969.92,pending,2025-07-28
3250,392,145,7,593.41,17.47,4153.87,delivered,2023-05-03
3251,119,181,14,824.33,0,11540.62,delivered,2025-08-01
3252,953,106,14,596.1,0,8345.4,cancelled,2025-03-16
3253,1720,117,3,660.46,0,1981.38,pending,2024-04-15
3254,1671,30,19,125.04,0,2375.76,cancelled,2022-11-12
3255,1912,162,9,600.01,0,5400.09,shipped,2022-10-01
3256,1859,191,13,778.27,8.8,10117.51,shipped,2023-07-04
3257,1886,17,1,122.61,0,122.61,shipped,2025-12-21
3258,738,93,18,750.35,0,13506.3,shipped,2023-07-10
3259,1569,18,14,83.56,7.11,1169.84,delivered,2025-07-14
3260,1020,35,13,645.79,0,8395.27,cancelled,2025-05-06
3261,383,192,9,576.21,20.99,5185.89,pending,2023-03-21
3262,493,15,9,825.2,0,7426.8,pending,2023-06-21
3263,828,41,3,693.85,19.12,2081.55,cancelled,2022-03-18
3264,1512,177,4,350.23,25.28,1400.92,returned,2022-05-08
3265,1600,73,19,238.38,0.78,4529.22,returned,2024-04-17
3266,1299,47,3,645.14,0,1935.42,delivered,2023-09-07
3267,1259,159,3,174.14,0,522.42,delivered,2022-08-01
3268,154,149,6,515.34,26.99,3092.04,pending,2025-06-06
3269,623,67,14,692.69,22.74,9697.66,delivered,2022-05-01
3270,546,123,3,58.49,0,175.47,delivered,2022-05-21
3271,1331,16,4,846.4,0,3385.6,cancelled,2025-10-01
3272,1599,92,2,52.57,0,105.14,cancelled,2023-09-09
3273,1612,119,9,371.17,0,3340.53,returned,2024-05-28
3274,259,184,16,385.1,0,6161.6,cancelled,2023-01-24
3275,1363,3,5,536.43,28.34,2682.15,pending,2022-11-28
3276,213,78,10,335.71,0,3357.1,returned,2025-01-17
3277,790,6,16,183.59,0,2937.44,delivered,2022-07-18
3278,1106,95,15,988.58,4.31,14828.7,shipped,2022-01-06
3279,675,119,10,371.17,0,3711.7,pending,2024-01-24
3280,1164,159,6,174.14,0,1044.84,pending,2023-06-07
3281,1402,66,2,397.63,27.09,795.26,pending,2023-11-12
3282,1752,62,3,166.62,0,499.86,cancelled,2025-03-25
3283,156,77,18,97.67,12.04,1758.06,returned,2025-01-16
3284,246,25,13,219.32,0,2851.16,pending,2022-05-11
3285,164,184,1,385.1,3.2,385.1,shipped,2024-05-13
3286,796,20,8,481.5,3.08,3852,shipped,2024-02-04
3287,1473,124,9,809.49,0,7285.41,delivered,2023-04-09
3288,414,80,19,59.51,26.83,1130.69,shipped,2024-07-11
3289,1471,44,17,690.47,18.83,11737.99,cancelled,2024-10-25
3290,1643,162,9,600.01,0,5400.09,shipped,2024-03-07
3291,1601,43,8,64.03,0,512.24,pending,2023-04-15
3292,323,20,16,481.5,28.15,7704,cancelled,2024-11-03
3293,679,15,11,825.2,0,9077.2,shipped,2024-07-09
3294,444,189,5,492.26,0,2461.3,cancelled,2025-10-09
3295,1043,29,4,717.02,0,2868.08,pending,2025-11-14
3296,1804,155,7,431.01,2.3,3017.07,delivered,2023-01-10
3297,4,149,14,515.34,22.88,7214.76,pending,2025-05-25
3298,70,120,2,239.25,14.99,478.5,delivered,2025-10-26
3299,1987,23,17,713.25,0,12125.25,pending,2022-01-10
3300,161,69,17,409.64,8.24,6963.88,pending,2023-08-01
3301,306,64,10,663.35,2.3,6633.5,cancelled,2025-09-26
3302,642,172,19,95.98,8.8,1823.62,cancelled,2024-09-25
3303,1966,65,18,202.76,22.51,3649.68,cancelled,2023-06-17
3304,735,70,18,100.2,0,1803.6,pending,2023-06-09
3305,1777,53,13,655.86,26.42,8526.18,pending,2024-06-27
3306,405,4,12,943.2,0,11318.4,cancelled,2025-04-19
3307,634,200,1,990.22,0,990.22,cancelled,2025-10-26
3308,375,198,16,380.95,8.47,6095.2,cancelled,2024-03-25
3309,1418,10,13,859.56,13.34,11174.28,cancelled,2022-01-10
3310,376,92,1,52.57,20.74,52.57,delivered,2022-10-12
3311,1576,178,14,354.22,0,4959.08,delivered,2025-10-04
3312,843,85,19,378.98,0,7200.62,shipped,2024-11-04
3313,1924,145,9,593.41,0,5340.69,cancelled,2025-10-23
3314,558,87,18,600.01,0,10800.18,cancelled,2023-02-15
3315,302,137,12,358.4,0,4300.8,cancelled,2025-08-10
3316,381,43,12,64.03,15.21,768.36,delivered,2023-09-13
3317,328,44,17,690.47,0,11737.99,cancelled,2024-02-13
3318,1925,55,14,112.9,0,1580.6,returned,2023-06-19
3319,1555,180,1,774.95,0,774.95,delivered,2025-02-24
3320,404,124,13,809.49,0,10523.37,pending,2022-02-22
3321,192,123,17,58.49,0,994.33,returned,2023-04-04
3322,1348,102,2,573.77,0,1147.54,shipped,2023-08-07
3323,1114,100,15,779.66,0,11694.9,cancelled,2025-04-01
3324,876,1,15,932.66,0,13989.9,pending,2022-08-23
3325,62,25,2,219.32,0,438.64,cancelled,2025-05-17
3326,24,31,4,158.16,0,632.64,shipped,2024-11-16
3327,1495,99,17,47.38,0,805.46,shipped,2025-01-24
3328,1877,33,18,253.97,25.04,4571.46,pending,2023-12-19
3329,555,88,10,646.25,11.15,6462.5,pending,2025-01-14
3330,1052,47,1,645.14,26.4,645.14,shipped,2023-06-15
3331,721,70,14,100.2,0,1402.8,cancelled,2023-04-08
3332,1052,23,13,713.25,0,9272.25,cancelled,2023-02-18
3333,1892,96,1,697.43,27.57,697.43,pending,2024-10-25
3334,205,63,9,560.31,0,5042.79,delivered,2025-05-12
3335,1870,91,16,916.22,13.03,14659.52,pending,2023-03-09
3336,733,33,14,253.97,13.29,3555.58,delivered,2022-04-07
3337,520,43,1,64.03,0,64.03,delivered,2024-11-16
3338,904,98,9,66.06,0,594.54,returned,2025-10-17
3339,689,46,19,253.15,7.33,4809.85,returned,2022-12-15
3340,354,33,7,253.97,0,1777.79,delivered,2023-08-01
3341,780,99,8,47.38,0,379.04,pending,2023-03-05
3342,1903,112,14,393.73,20.32,5512.22,cancelled,2023-10-15
3343,1041,160,8,574.94,20.61,4599.52,pending,2023-12-04
3344,840,130,2,420.65,0,841.3,pending,2023-03-15
3345,1196,11,2,67.82,0,135.64,cancelled,2023-01-25
3346,1360,41,12,693.85,0,8326.2,pending,2022-03-03
